"site";"year";"sample";"species";"Length.mm";"Age.y";"code"
"DZ";2005;"kach";"Cerastoderma edule";33,4;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";26,6;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";22;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";32,6;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";27;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";28;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";23,2;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";33,7;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";26,3;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";28,5;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";26,8;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";23,7;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";28,2;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";29,6;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";25;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";29;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";25,5;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";23,5;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";26,5;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";30,7;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";24,2;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";25;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";30,7;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";27;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";26;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";25,2;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";23,9;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";25,1;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";21,4;"NA";"DZ"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";38,9;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";28;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";25;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";26,6;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";26,1;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";25,5;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";25;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";28;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";24,9;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";25,2;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";25;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";26,2;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";25,7;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";25,9;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";25,1;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";26,6;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";24,4;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";25;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";25,3;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";25,7;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";22,8;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";22;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";21,5;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";21,2;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";23,8;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";23,1;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";22,6;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";22,1;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";21,7;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";21,9;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";21,9;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";20,2;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";25,1;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";22;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";23;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";21,6;"NA";"YA"
"Yarnyshnaya";2005;"kach";"Cerastoderma edule";17,7;"NA";"YA"
"Ura";2005;"kach";"Cerastoderma edule";29,8;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";29;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";22,8;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";25,8;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";24,2;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";26,9;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";24,3;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";26,5;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";26,3;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";31,3;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";19,3;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";25,3;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";22,3;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";19,8;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";29,8;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";25,8;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";31,5;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";21,8;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";25,1;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";28;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";22,8;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";20,7;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";25,2;"NA";"UR"
"Ura";2005;"kach";"Cerastoderma edule";27,8;"NA";"UR"
"Pechenga";2005;"kach";"Cerastoderma edule";29,9;"NA";"PG"
"Pechenga";2005;"kach";"Cerastoderma edule";32;"NA";"PG"
"Pechenga";2005;"kach";"Cerastoderma edule";32,5;"NA";"PG"
"Pechenga";2005;"kach";"Cerastoderma edule";30,7;"NA";"PG"
"Pechenga";2005;"kach";"Cerastoderma edule";31,9;"NA";"PG"
"Pechenga";2005;"kach";"Cerastoderma edule";33,6;"NA";"PG"
"Pechenga";2005;"kach";"Cerastoderma edule";32,7;"NA";"PG"
"Pechenga";2005;"kach";"Cerastoderma edule";32,6;"NA";"PG"
"Pechenga";2005;"kach";"Cerastoderma edule";24,9;"NA";"PG"
"Pechenga";2005;"kach";"Cerastoderma edule";30,9;"NA";"PG"
"Pechenga";2005;"kach";"Cerastoderma edule";33,1;"NA";"PG"
"Pechenga";2005;"kach";"Cerastoderma edule";31,1;"NA";"PG"
"Pechenga";2005;"kach";"Cerastoderma edule";27;"NA";"PG"
"Pechenga";2005;"kach";"Cerastoderma edule";31;"NA";"PG"
"Pechenga";2005;"kach";"Cerastoderma edule";27,5;"NA";"PG"
"Volokovaya";2005;"kach";"Cerastoderma edule";34,9;"NA";"BV"
"Volokovaya";2005;"kach";"Cerastoderma edule";41,7;"NA";"BV"
"Volokovaya";2005;"kach";"Cerastoderma edule";38,8;"NA";"BV"
"Porchnikha";2005;"porch2";"Cerastoderma edule";23,5;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";20,9;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";15,6;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";15,8;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";14,8;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";15,8;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";14,8;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";15;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";14;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";14,8;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";12,8;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";14;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";12,9;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";13;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";11;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";14,1;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";12,1;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";12,9;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";12;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";12,3;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";11,5;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";10,2;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";9,3;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";7;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";7,1;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";6,5;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";5,6;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";5,1;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";5,8;"NA";"PR"
"Porchnikha";2005;"porch2";"Cerastoderma edule";4,8;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";43,1;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";41,2;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";38,9;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";34,2;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";31,2;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";31;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";31,6;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";31,7;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";31;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";31,5;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";29;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";28,9;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";29,5;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";28,9;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";29,9;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";27,8;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";28,8;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";29,9;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";29,9;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";28;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";25,9;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";29,3;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";27,2;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";29,4;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";27;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";26,7;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";26;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";24,5;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";22,3;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";19,9;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";20;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";18,1;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";15,9;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";13,2;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";14;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";14,8;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";13;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";13;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";11,2;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";10,9;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";8,2;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";8,6;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";5,3;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";5,9;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";5,2;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";4,7;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";5;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";5,9;"NA";"PR"
"Porchnikha";2005;"porch";"Cerastoderma edule";6,2;"NA";"PR"
"DZ";2006;"10 DZ";"Cerastoderma edule";30,6;"NA";"DZ"
"DZ";2006;"10 DZ";"Cerastoderma edule";26,6;"NA";"DZ"
"DZ";2006;"10 DZ";"Cerastoderma edule";14,7;"NA";"DZ"
"DZ";2006;"10 DZ";"Cerastoderma edule";7,6;"NA";"DZ"
"DZ";2006;"10 DZ";"Cerastoderma edule";6;"NA";"DZ"
"DZ";2006;"10 DZ";"Cerastoderma edule";4,1;"NA";"DZ"
"DZ";2006;"IV";"Cerastoderma edule";36,1;"NA";"DZ"
"DZ";2006;"IV";"Cerastoderma edule";40,7;"NA";"DZ"
"DZ";2006;"IV";"Cerastoderma edule";8,2;"NA";"DZ"
"DZ";2006;"IV";"Cerastoderma edule";8,1;"NA";"DZ"
"DZ";2006;"IV";"Cerastoderma edule";7,9;"NA";"DZ"
"DZ";2006;"IV";"Cerastoderma edule";7,4;"NA";"DZ"
"DZ";2006;"IV";"Cerastoderma edule";6,5;"NA";"DZ"
"DZ";2006;"IV";"Cerastoderma edule";7;"NA";"DZ"
"DZ";2006;"IV";"Cerastoderma edule";5,7;"NA";"DZ"
"DZ";2006;"IV";"Cerastoderma edule";6;"NA";"DZ"
"DZ";2006;"IV";"Cerastoderma edule";6,2;"NA";"DZ"
"DZ";2006;"IV";"Cerastoderma edule";5,5;"NA";"DZ"
"DZ";2006;"IV";"Cerastoderma edule";4,4;"NA";"DZ"
"DZ";2006;"VI";"Cerastoderma edule";35,1;"NA";"DZ"
"DZ";2006;"I";"Cerastoderma edule";34,9;"NA";"DZ"
"DZ";2006;"I";"Cerastoderma edule";32;"NA";"DZ"
"DZ";2006;"I";"Cerastoderma edule";30,3;"NA";"DZ"
"DZ";2006;"I";"Cerastoderma edule";4,3;"NA";"DZ"
"DZ";2006;"III";"Cerastoderma edule";34,2;"NA";"DZ"
"DZ";2006;"III";"Cerastoderma edule";32,4;"NA";"DZ"
"DZ";2006;"IX";"Cerastoderma edule";24,6;"NA";"DZ"
"DZ";2006;"IX";"Cerastoderma edule";13,4;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";36,7;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";34,8;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";35;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";33;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";32,4;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";38,3;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";33,3;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";37,3;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";32,4;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";32,7;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";37,3;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";32,7;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";33,5;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";31,2;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";31,8;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";38,2;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";32,5;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";34,1;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";32,2;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";30,2;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";37,9;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";36,4;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";33,8;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";33;"NA";"DZ"
"DZ";2006;"kach";"Cerastoderma edule";26,9;"NA";"DZ"
"DZ";2006;"III-1";"Cerastoderma edule";4,6;"NA";"DZ"
"DZ";2006;"III-3";"Cerastoderma edule";3,3;"NA";"DZ"
"DZ";2006;"М-15";"Cerastoderma edule";33,5;"NA";"DZ"
"DZ";2006;"M-15";"Cerastoderma edule";31;"NA";"DZ"
"DZ";2006;"M-15";"Cerastoderma edule";18,2;"NA";"DZ"
"DZ";2006;"M-25";"Cerastoderma edule";25,1;"NA";"DZ"
"DZ";2006;"M-16";"Cerastoderma edule";33,9;"NA";"DZ"
"DZ";2006;"M-16";"Cerastoderma edule";31,2;"NA";"DZ"
"DZ";2006;"М-16";"Cerastoderma edule";6,5;"NA";"DZ"
"DZ";2006;"M-17";"Cerastoderma edule";8,1;"NA";"DZ"
"DZ";2006;"M-18";"Cerastoderma edule";32,7;"NA";"DZ"
"DZ";2006;"M-18";"Cerastoderma edule";"NA";"NA";"DZ"
"DZ";2006;"M-18";"Cerastoderma edule";8;"NA";"DZ"
"DZ";2006;"M-19";"Cerastoderma edule";7,4;"NA";"DZ"
"DZ";2006;"M-19";"Cerastoderma edule";6,2;"NA";"DZ"
"DZ";2006;"M-19";"Cerastoderma edule";7,1;"NA";"DZ"
"DZ";2006;"M-13";"Cerastoderma edule";5,9;"NA";"DZ"
"DZ";2006;"M-13";"Cerastoderma edule";3,7;"NA";"DZ"
"DZ";2006;"M-14";"Cerastoderma edule";5,8;"NA";"DZ"
"DZ";2006;"M-14";"Cerastoderma edule";5,4;"NA";"DZ"
"DZ";2006;"M-14";"Cerastoderma edule";4,9;"NA";"DZ"
"DZ";2006;"M-24";"Cerastoderma edule";3,2;"NA";"DZ"
"DZ";2006;"M-23";"Cerastoderma edule";43;"NA";"DZ"
"DZ";2007;"1m3";"Cerastoderma edule";15,8;2;"DZ"
"DZ";2007;"2m1";"Cerastoderma edule";12,2;2;"DZ"
"DZ";2007;"2m1";"Cerastoderma edule";15,8;2;"DZ"
"DZ";2007;"2m1";"Cerastoderma edule";16,5;2;"DZ"
"DZ";2007;"3m2";"Cerastoderma edule";14,6;2;"DZ"
"DZ";2007;"4m2";"Cerastoderma edule";30,4;7;"DZ"
"DZ";2007;"5m2";"Cerastoderma edule";19,2;2;"DZ"
"DZ";2007;"5m3";"Cerastoderma edule";13,8;2;"DZ"
"DZ";2007;"7m1";"Cerastoderma edule";10;1;"DZ"
"DZ";2007;"7m2";"Cerastoderma edule";15,2;2;"DZ"
"DZ";2007;"8m1";"Cerastoderma edule";37,1;7;"DZ"
"DZ";2007;"8m3";"Cerastoderma edule";10,2;2;"DZ"
"Porchnikha";2007;"Пор01";"Cerastoderma edule";33,6;5;"PR"
"Porchnikha";2007;"Пор03";"Cerastoderma edule";23,5;3;"PR"
"Porchnikha";2007;"Пор03";"Cerastoderma edule";27,1;3;"PR"
"Porchnikha";2007;"Пор04";"Cerastoderma edule";5,9;1;"PR"
"Porchnikha";2007;"Пор04";"Cerastoderma edule";24,3;3;"PR"
"Porchnikha";2007;"Пор04";"Cerastoderma edule";26;3;"PR"
"Porchnikha";2007;"Пор06";"Cerastoderma edule";38,2;4;"PR"
"Porchnikha";2007;"Пор08";"Cerastoderma edule";14;2;"PR"
"Porchnikha";2007;"Пор08";"Cerastoderma edule";35,2;6;"PR"
"Porchnikha";2007;"Пор11";"Cerastoderma edule";28,7;4;"PR"
"Porchnikha";2007;"Пор14";"Cerastoderma edule";11,2;2;"PR"
"Porchnikha";2007;"Пор17";"Cerastoderma edule";14,9;2;"PR"
"Porchnikha";2007;"Пор18";"Cerastoderma edule";23;3;"PR"
"Porchnikha";2007;"Пор25";"Cerastoderma edule";16,3;2;"PR"
"Porchnikha";2007;"Пор31";"Cerastoderma edule";15,1;2;"PR"
"Yarnyshnaya";2007;"14m2";"Cerastoderma edule";29,8;7;"YA"
"Yarnyshnaya";2007;"15m1";"Cerastoderma edule";9,2;2;"YA"
"Yarnyshnaya";2007;"22m3";"Cerastoderma edule";3,6;2;"YA"
"Yarnyshnaya";2007;"24m3";"Cerastoderma edule";2,2;1;"YA"
"Porchnikha";2007;"kach";"Cerastoderma edule";44,3;8;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";35,4;4;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";29,9;3;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";32,7;6;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";27;3;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";31,9;4;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";35;5;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";41,1;5;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";33,8;4;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";33,4;4;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";30;4;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";30,5;4;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";29,6;4;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";30,3;4;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";26,3;3;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";24,3;3;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";24,4;4;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";23,6;3;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";20,7;3;"PR"
"Porchnikha";2007;"kach";"Cerastoderma edule";13;1;"PR"
"DZ";2007;"kach";"Cerastoderma edule";20,2;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";18,6;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";19,2;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";13,5;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";15,4;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";18;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";14,1;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";16,1;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";14,4;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";15,3;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";15,9;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";15,4;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";15,1;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";13,2;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";16,1;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";13,3;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";14,4;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";15,1;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";13,5;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";13;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";10,5;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";8,8;1;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";40,4;7;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";33,7;6;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";41,8;6;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";41,8;8;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";40,6;7;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";38,7;8;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";37,3;8;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";32,5;7;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";37,8;6;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";41,1;6;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";35;5;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";32,3;6;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";35,6;6;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";29,7;7;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";36,6;6;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";35,8;7;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";30,3;6;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";22,9;3;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";20,4;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";19,6;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";18,7;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";17,9;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";18,2;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";17,4;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";17,1;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";17,4;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";16,5;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";17,5;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";15,9;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";16,5;2;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";36,7;7;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";33,7;6;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";36,8;6;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";33;7;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";37,7;6;"DZ"
"DZ";2007;"kach";"Cerastoderma edule";43,6;8;"DZ"
