"Length.int" "year" "sample" "Freq"
"1" "(0,1]" "1992" "1me1" NA
"8562" "(1,2]" "2000" "me33" NA
"8563" "(2,3]" "2000" "me33" NA
"8564" "(3,4]" "2000" "me33" NA
"8565" "(4,5]" "2000" "me33" NA
"8566" "(5,6]" "2000" "me33" NA
"8567" "(6,7]" "2000" "me33" NA
"8568" "(7,8]" "2000" "me33" NA
"8569" "(8,9]" "2000" "me33" NA
"8570" "(9,10]" "2000" "me33" NA
"8571" "(10,11]" "2000" "me33" NA
"8572" "(11,12]" "2000" "me33" NA
"8573" "(12,13]" "2000" "me33" NA
"8574" "(13,14]" "2000" "me33" NA
"8575" "(14,15]" "2000" "me33" NA
"8576" "(15,16]" "2000" "me33" NA
"8577" "(16,17]" "2000" "me33" NA
"8578" "(17,18]" "2000" "me33" NA
"8579" "(18,19]" "2000" "me33" NA
"8580" "(19,20]" "2000" "me33" NA
"8581" "(0,1]" "2001" "me33" NA
"8582" "(1,2]" "2001" "me33" NA
"8583" "(2,3]" "2001" "me33" NA
"8584" "(3,4]" "2001" "me33" NA
"8585" "(4,5]" "2001" "me33" NA
"8586" "(5,6]" "2001" "me33" NA
"8587" "(6,7]" "2001" "me33" NA
"8588" "(7,8]" "2001" "me33" NA
"8589" "(8,9]" "2001" "me33" NA
"8590" "(9,10]" "2001" "me33" NA
"8591" "(10,11]" "2001" "me33" NA
"8592" "(11,12]" "2001" "me33" NA
"8593" "(12,13]" "2001" "me33" NA
"8594" "(13,14]" "2001" "me33" NA
"8595" "(14,15]" "2001" "me33" NA
"8596" "(15,16]" "2001" "me33" NA
"8597" "(16,17]" "2001" "me33" NA
"8598" "(17,18]" "2001" "me33" NA
"8599" "(18,19]" "2001" "me33" NA
"8600" "(19,20]" "2001" "me33" NA
"8601" "(0,1]" "2002" "me33" NA
"8602" "(1,2]" "2002" "me33" NA
"8603" "(2,3]" "2002" "me33" NA
"8604" "(3,4]" "2002" "me33" NA
"8605" "(4,5]" "2002" "me33" NA
"8606" "(5,6]" "2002" "me33" NA
"8607" "(6,7]" "2002" "me33" NA
"8608" "(7,8]" "2002" "me33" NA
"8609" "(8,9]" "2002" "me33" NA
"8610" "(9,10]" "2002" "me33" NA
"8611" "(10,11]" "2002" "me33" NA
"8612" "(11,12]" "2002" "me33" NA
"8613" "(12,13]" "2002" "me33" NA
"8614" "(13,14]" "2002" "me33" NA
"8615" "(14,15]" "2002" "me33" NA
"8616" "(15,16]" "2002" "me33" NA
"8617" "(16,17]" "2002" "me33" NA
"8618" "(17,18]" "2002" "me33" NA
"8619" "(18,19]" "2002" "me33" NA
"8620" "(19,20]" "2002" "me33" NA
"8621" "(0,1]" "2003" "me33" NA
"8622" "(1,2]" "2003" "me33" NA
"8623" "(2,3]" "2003" "me33" NA
"8624" "(3,4]" "2003" "me33" NA
"8625" "(4,5]" "2003" "me33" NA
"8626" "(5,6]" "2003" "me33" NA
"8627" "(6,7]" "2003" "me33" NA
"8628" "(7,8]" "2003" "me33" NA
"8629" "(8,9]" "2003" "me33" NA
"8630" "(9,10]" "2003" "me33" NA
"8631" "(10,11]" "2003" "me33" NA
"8632" "(11,12]" "2003" "me33" NA
"8633" "(12,13]" "2003" "me33" NA
"8634" "(13,14]" "2003" "me33" NA
"8635" "(14,15]" "2003" "me33" NA
"8636" "(15,16]" "2003" "me33" NA
"8637" "(16,17]" "2003" "me33" NA
"8638" "(17,18]" "2003" "me33" NA
"8639" "(18,19]" "2003" "me33" NA
"8640" "(19,20]" "2003" "me33" NA
"8641" "(0,1]" "2004" "me33" NA
"8642" "(1,2]" "2004" "me33" NA
"8643" "(2,3]" "2004" "me33" NA
"8644" "(3,4]" "2004" "me33" NA
"8645" "(4,5]" "2004" "me33" NA
"8646" "(5,6]" "2004" "me33" NA
"8647" "(6,7]" "2004" "me33" NA
"8648" "(7,8]" "2004" "me33" NA
"8649" "(8,9]" "2004" "me33" NA
"8650" "(9,10]" "2004" "me33" NA
"8651" "(10,11]" "2004" "me33" NA
"8652" "(11,12]" "2004" "me33" NA
"8653" "(12,13]" "2004" "me33" NA
"8654" "(13,14]" "2004" "me33" NA
"8655" "(14,15]" "2004" "me33" NA
"8656" "(15,16]" "2004" "me33" NA
"8657" "(16,17]" "2004" "me33" NA
"8658" "(17,18]" "2004" "me33" NA
"8659" "(18,19]" "2004" "me33" NA
"8660" "(19,20]" "2004" "me33" NA
"8661" "(0,1]" "2005" "me33" NA
"8662" "(1,2]" "2005" "me33" NA
"8663" "(2,3]" "2005" "me33" NA
"8664" "(3,4]" "2005" "me33" NA
"8665" "(4,5]" "2005" "me33" NA
"8666" "(5,6]" "2005" "me33" NA
"8667" "(6,7]" "2005" "me33" NA
"8668" "(7,8]" "2005" "me33" NA
"8669" "(8,9]" "2005" "me33" NA
"8670" "(9,10]" "2005" "me33" NA
"8671" "(10,11]" "2005" "me33" NA
"8672" "(11,12]" "2005" "me33" NA
"8673" "(12,13]" "2005" "me33" NA
"8674" "(13,14]" "2005" "me33" NA
"8675" "(14,15]" "2005" "me33" NA
"8676" "(15,16]" "2005" "me33" NA
"8677" "(16,17]" "2005" "me33" NA
"8678" "(17,18]" "2005" "me33" NA
"8679" "(18,19]" "2005" "me33" NA
"8680" "(19,20]" "2005" "me33" NA
"8681" "(0,1]" "2006" "me33" NA
"8682" "(1,2]" "2006" "me33" NA
"8683" "(2,3]" "2006" "me33" NA
"8684" "(3,4]" "2006" "me33" NA
"8685" "(4,5]" "2006" "me33" NA
"8686" "(5,6]" "2006" "me33" NA
"8687" "(6,7]" "2006" "me33" NA
"8688" "(7,8]" "2006" "me33" NA
"8689" "(8,9]" "2006" "me33" NA
"8690" "(9,10]" "2006" "me33" NA
"8691" "(10,11]" "2006" "me33" NA
"8692" "(11,12]" "2006" "me33" NA
"8693" "(12,13]" "2006" "me33" NA
"8694" "(13,14]" "2006" "me33" NA
"8695" "(14,15]" "2006" "me33" NA
"8696" "(15,16]" "2006" "me33" NA
"8697" "(16,17]" "2006" "me33" NA
"8698" "(17,18]" "2006" "me33" NA
"8699" "(18,19]" "2006" "me33" NA
"8700" "(19,20]" "2006" "me33" NA
"8701" "(0,1]" "2007" "me33" NA
"8702" "(1,2]" "2007" "me33" NA
"8703" "(2,3]" "2007" "me33" NA
"8704" "(3,4]" "2007" "me33" NA
"8705" "(4,5]" "2007" "me33" NA
"8706" "(5,6]" "2007" "me33" NA
"8707" "(6,7]" "2007" "me33" NA
"8708" "(7,8]" "2007" "me33" NA
"8709" "(8,9]" "2007" "me33" NA
"8710" "(9,10]" "2007" "me33" NA
"8711" "(10,11]" "2007" "me33" NA
"8712" "(11,12]" "2007" "me33" NA
"8713" "(12,13]" "2007" "me33" NA
"8714" "(13,14]" "2007" "me33" NA
"8715" "(14,15]" "2007" "me33" NA
"8716" "(15,16]" "2007" "me33" NA
"8717" "(16,17]" "2007" "me33" NA
"8718" "(17,18]" "2007" "me33" NA
"8719" "(18,19]" "2007" "me33" NA
"8720" "(19,20]" "2007" "me33" NA
"8721" "(0,1]" "2008" "me33" NA
"8722" "(1,2]" "2008" "me33" NA
"8723" "(2,3]" "2008" "me33" NA
"8724" "(3,4]" "2008" "me33" NA
"8725" "(4,5]" "2008" "me33" NA
"8726" "(5,6]" "2008" "me33" NA
"8727" "(6,7]" "2008" "me33" NA
"8728" "(7,8]" "2008" "me33" NA
"8729" "(8,9]" "2008" "me33" NA
"8730" "(9,10]" "2008" "me33" NA
"8731" "(10,11]" "2008" "me33" NA
"8732" "(11,12]" "2008" "me33" NA
"8733" "(12,13]" "2008" "me33" NA
"8734" "(13,14]" "2008" "me33" NA
"8735" "(14,15]" "2008" "me33" NA
"8736" "(15,16]" "2008" "me33" NA
"8737" "(16,17]" "2008" "me33" NA
"8738" "(17,18]" "2008" "me33" NA
"8739" "(18,19]" "2008" "me33" NA
"8740" "(19,20]" "2008" "me33" NA
"8741" "(0,1]" "2009" "me33" NA
"8742" "(1,2]" "2009" "me33" NA
"8743" "(2,3]" "2009" "me33" NA
"8744" "(3,4]" "2009" "me33" NA
"8745" "(4,5]" "2009" "me33" NA
"8746" "(5,6]" "2009" "me33" NA
"8747" "(6,7]" "2009" "me33" NA
"8748" "(7,8]" "2009" "me33" NA
"8749" "(8,9]" "2009" "me33" NA
"8750" "(9,10]" "2009" "me33" NA
"8751" "(10,11]" "2009" "me33" NA
"8752" "(11,12]" "2009" "me33" NA
"8753" "(12,13]" "2009" "me33" NA
"8754" "(13,14]" "2009" "me33" NA
"8755" "(14,15]" "2009" "me33" NA
"8756" "(15,16]" "2009" "me33" NA
"8757" "(16,17]" "2009" "me33" NA
"8758" "(17,18]" "2009" "me33" NA
"8759" "(18,19]" "2009" "me33" NA
"8760" "(19,20]" "2009" "me33" NA
"8761" "(0,1]" "2010" "me33" NA
"8762" "(1,2]" "2010" "me33" NA
"8763" "(2,3]" "2010" "me33" NA
"8764" "(3,4]" "2010" "me33" NA
"8765" "(4,5]" "2010" "me33" NA
"8766" "(5,6]" "2010" "me33" NA
"8767" "(6,7]" "2010" "me33" NA
"8768" "(7,8]" "2010" "me33" NA
"8769" "(8,9]" "2010" "me33" NA
"8770" "(9,10]" "2010" "me33" NA
"8771" "(10,11]" "2010" "me33" NA
"8772" "(11,12]" "2010" "me33" NA
"8773" "(12,13]" "2010" "me33" NA
"8774" "(13,14]" "2010" "me33" NA
"8775" "(14,15]" "2010" "me33" NA
"8776" "(15,16]" "2010" "me33" NA
"8777" "(16,17]" "2010" "me33" NA
"8778" "(17,18]" "2010" "me33" NA
"8779" "(18,19]" "2010" "me33" NA
"8780" "(19,20]" "2010" "me33" NA
"8781" "(0,1]" "2011" "me33" NA
"8782" "(1,2]" "2011" "me33" NA
"8783" "(2,3]" "2011" "me33" NA
"8784" "(3,4]" "2011" "me33" 4
"8785" "(4,5]" "2011" "me33" NA
"8786" "(5,6]" "2011" "me33" NA
"8787" "(6,7]" "2011" "me33" NA
"8788" "(7,8]" "2011" "me33" NA
"8789" "(8,9]" "2011" "me33" NA
"8790" "(9,10]" "2011" "me33" NA
"8791" "(10,11]" "2011" "me33" NA
"8792" "(11,12]" "2011" "me33" NA
"8793" "(12,13]" "2011" "me33" 0
"8794" "(13,14]" "2011" "me33" NA
"8795" "(14,15]" "2011" "me33" NA
"8796" "(15,16]" "2011" "me33" NA
"8797" "(16,17]" "2011" "me33" NA
"8798" "(17,18]" "2011" "me33" NA
"8799" "(18,19]" "2011" "me33" NA
"8800" "(19,20]" "2011" "me33" NA
"8801" "(0,1]" "2012" "me33" NA
"8802" "(1,2]" "2012" "me33" NA
"8803" "(2,3]" "2012" "me33" NA
"8804" "(3,4]" "2012" "me33" NA
"8805" "(4,5]" "2012" "me33" NA
"8806" "(5,6]" "2012" "me33" NA
"8807" "(6,7]" "2012" "me33" NA
"8808" "(7,8]" "2012" "me33" NA
"8809" "(8,9]" "2012" "me33" NA
"8810" "(9,10]" "2012" "me33" NA
"8811" "(10,11]" "2012" "me33" NA
"8812" "(11,12]" "2012" "me33" NA
"8813" "(12,13]" "2012" "me33" NA
"8814" "(13,14]" "2012" "me33" NA
"8815" "(14,15]" "2012" "me33" NA
"8816" "(15,16]" "2012" "me33" NA
"8817" "(16,17]" "2012" "me33" NA
"8818" "(17,18]" "2012" "me33" NA
"8819" "(18,19]" "2012" "me33" NA
"8820" "(19,20]" "2012" "me33" NA
"8821" "(0,1]" "1992" "me4" NA
"8822" "(1,2]" "1992" "me4" NA
"8823" "(2,3]" "1992" "me4" NA
"8824" "(3,4]" "1992" "me4" 0
"8825" "(4,5]" "1992" "me4" NA
"8826" "(5,6]" "1992" "me4" NA
"8827" "(6,7]" "1992" "me4" NA
"8828" "(7,8]" "1992" "me4" NA
"8829" "(8,9]" "1992" "me4" NA
"8830" "(9,10]" "1992" "me4" 0
"8831" "(10,11]" "1992" "me4" NA
"8832" "(11,12]" "1992" "me4" NA
"8833" "(12,13]" "1992" "me4" NA
"8834" "(13,14]" "1992" "me4" NA
"8835" "(14,15]" "1992" "me4" NA
"8836" "(15,16]" "1992" "me4" 0
"8837" "(16,17]" "1992" "me4" NA
"8838" "(17,18]" "1992" "me4" NA
"8839" "(18,19]" "1992" "me4" NA
"8840" "(19,20]" "1992" "me4" NA
"8841" "(0,1]" "1993" "me4" NA
"8842" "(1,2]" "1993" "me4" 0
"8843" "(2,3]" "1993" "me4" NA
"8844" "(3,4]" "1993" "me4" NA
"8845" "(4,5]" "1993" "me4" NA
"8846" "(5,6]" "1993" "me4" NA
"8847" "(6,7]" "1993" "me4" NA
"8848" "(7,8]" "1993" "me4" 0
"8849" "(8,9]" "1993" "me4" NA
"8850" "(9,10]" "1993" "me4" NA
"8851" "(10,11]" "1993" "me4" NA
"8852" "(11,12]" "1993" "me4" NA
"8853" "(12,13]" "1993" "me4" NA
"8854" "(13,14]" "1993" "me4" 1
"8855" "(14,15]" "1993" "me4" NA
"8856" "(15,16]" "1993" "me4" NA
"8857" "(16,17]" "1993" "me4" NA
"8858" "(17,18]" "1993" "me4" NA
"8859" "(18,19]" "1993" "me4" NA
"8860" "(19,20]" "1993" "me4" 0
"8861" "(0,1]" "1994" "me4" NA
"8862" "(1,2]" "1994" "me4" NA
"8863" "(2,3]" "1994" "me4" NA
"8864" "(3,4]" "1994" "me4" NA
"8865" "(4,5]" "1994" "me4" NA
"8866" "(5,6]" "1994" "me4" NA
"8867" "(6,7]" "1994" "me4" NA
"8868" "(7,8]" "1994" "me4" NA
"8869" "(8,9]" "1994" "me4" NA
"8870" "(9,10]" "1994" "me4" NA
"8871" "(10,11]" "1994" "me4" NA
"8872" "(11,12]" "1994" "me4" NA
"8873" "(12,13]" "1994" "me4" NA
"8874" "(13,14]" "1994" "me4" NA
"8875" "(14,15]" "1994" "me4" NA
"8876" "(15,16]" "1994" "me4" NA
"8877" "(16,17]" "1994" "me4" NA
"8878" "(17,18]" "1994" "me4" NA
"8879" "(18,19]" "1994" "me4" NA
"8880" "(19,20]" "1994" "me4" NA
"8881" "(0,1]" "1995" "me4" NA
"8882" "(1,2]" "1995" "me4" NA
"8883" "(2,3]" "1995" "me4" NA
"8884" "(3,4]" "1995" "me4" NA
"8885" "(4,5]" "1995" "me4" NA
"8886" "(5,6]" "1995" "me4" NA
"8887" "(6,7]" "1995" "me4" NA
"8888" "(7,8]" "1995" "me4" NA
"8889" "(8,9]" "1995" "me4" NA
"8890" "(9,10]" "1995" "me4" NA
"8891" "(10,11]" "1995" "me4" NA
"8892" "(11,12]" "1995" "me4" NA
"8893" "(12,13]" "1995" "me4" NA
"8894" "(13,14]" "1995" "me4" NA
"8895" "(14,15]" "1995" "me4" NA
"8896" "(15,16]" "1995" "me4" NA
"8897" "(16,17]" "1995" "me4" NA
"8898" "(17,18]" "1995" "me4" NA
"8899" "(18,19]" "1995" "me4" NA
"8900" "(19,20]" "1995" "me4" NA
"8901" "(0,1]" "1996" "me4" NA
"8902" "(1,2]" "1996" "me4" NA
"8903" "(2,3]" "1996" "me4" NA
"8904" "(3,4]" "1996" "me4" NA
"8905" "(4,5]" "1996" "me4" NA
"8906" "(5,6]" "1996" "me4" NA
"8907" "(6,7]" "1996" "me4" NA
"8908" "(7,8]" "1996" "me4" NA
"8909" "(8,9]" "1996" "me4" NA
"8910" "(9,10]" "1996" "me4" NA
"8911" "(10,11]" "1996" "me4" NA
"8912" "(11,12]" "1996" "me4" NA
"8913" "(12,13]" "1996" "me4" NA
"8914" "(13,14]" "1996" "me4" NA
"8915" "(14,15]" "1996" "me4" NA
"8916" "(15,16]" "1996" "me4" NA
"8917" "(16,17]" "1996" "me4" NA
"8918" "(17,18]" "1996" "me4" NA
"8919" "(18,19]" "1996" "me4" NA
"8920" "(19,20]" "1996" "me4" NA
"8921" "(0,1]" "1997" "me4" NA
"8922" "(1,2]" "1997" "me4" NA
"8923" "(2,3]" "1997" "me4" NA
"8924" "(3,4]" "1997" "me4" NA
"8925" "(4,5]" "1997" "me4" NA
"8926" "(5,6]" "1997" "me4" NA
"8927" "(6,7]" "1997" "me4" NA
"8928" "(7,8]" "1997" "me4" NA
"8929" "(8,9]" "1997" "me4" NA
"8930" "(9,10]" "1997" "me4" NA
"8931" "(10,11]" "1997" "me4" NA
"8932" "(11,12]" "1997" "me4" NA
"8933" "(12,13]" "1997" "me4" NA
"8934" "(13,14]" "1997" "me4" NA
"8935" "(14,15]" "1997" "me4" NA
"8936" "(15,16]" "1997" "me4" NA
"8937" "(16,17]" "1997" "me4" NA
"8938" "(17,18]" "1997" "me4" NA
"8939" "(18,19]" "1997" "me4" NA
"8940" "(19,20]" "1997" "me4" NA
"8941" "(0,1]" "1998" "me4" NA
"8942" "(1,2]" "1998" "me4" NA
"8943" "(2,3]" "1998" "me4" NA
"8944" "(3,4]" "1998" "me4" NA
"8945" "(4,5]" "1998" "me4" NA
"8946" "(5,6]" "1998" "me4" NA
"8947" "(6,7]" "1998" "me4" NA
"8948" "(7,8]" "1998" "me4" NA
"8949" "(8,9]" "1998" "me4" NA
"8950" "(9,10]" "1998" "me4" NA
"8951" "(10,11]" "1998" "me4" NA
"8952" "(11,12]" "1998" "me4" NA
"8953" "(12,13]" "1998" "me4" NA
"8954" "(13,14]" "1998" "me4" NA
"8955" "(14,15]" "1998" "me4" NA
"8956" "(15,16]" "1998" "me4" NA
"8957" "(16,17]" "1998" "me4" NA
"8958" "(17,18]" "1998" "me4" NA
"8959" "(18,19]" "1998" "me4" NA
"8960" "(19,20]" "1998" "me4" NA
"8961" "(0,1]" "1999" "me4" NA
"8962" "(1,2]" "1999" "me4" NA
"8963" "(2,3]" "1999" "me4" NA
"8964" "(3,4]" "1999" "me4" NA
"8965" "(4,5]" "1999" "me4" NA
"8966" "(5,6]" "1999" "me4" NA
"8967" "(6,7]" "1999" "me4" NA
"8968" "(7,8]" "1999" "me4" NA
"8969" "(8,9]" "1999" "me4" NA
"8970" "(9,10]" "1999" "me4" NA
"8971" "(10,11]" "1999" "me4" NA
"8972" "(11,12]" "1999" "me4" NA
"8973" "(12,13]" "1999" "me4" NA
"8974" "(13,14]" "1999" "me4" NA
"8975" "(14,15]" "1999" "me4" NA
"8976" "(15,16]" "1999" "me4" NA
"8977" "(16,17]" "1999" "me4" NA
"8978" "(17,18]" "1999" "me4" NA
"8979" "(18,19]" "1999" "me4" NA
"8980" "(19,20]" "1999" "me4" NA
"8981" "(0,1]" "2000" "me4" NA
"8982" "(1,2]" "2000" "me4" NA
"8983" "(2,3]" "2000" "me4" NA
"8984" "(3,4]" "2000" "me4" NA
"8985" "(4,5]" "2000" "me4" NA
"8986" "(5,6]" "2000" "me4" NA
"8987" "(6,7]" "2000" "me4" NA
"8988" "(7,8]" "2000" "me4" NA
"8989" "(8,9]" "2000" "me4" NA
"8990" "(9,10]" "2000" "me4" NA
"8991" "(10,11]" "2000" "me4" NA
"8992" "(11,12]" "2000" "me4" NA
"8993" "(12,13]" "2000" "me4" NA
"8994" "(13,14]" "2000" "me4" NA
"8995" "(14,15]" "2000" "me4" NA
"8996" "(15,16]" "2000" "me4" NA
"8997" "(16,17]" "2000" "me4" NA
"8998" "(17,18]" "2000" "me4" NA
"8999" "(18,19]" "2000" "me4" NA
"9000" "(19,20]" "2000" "me4" NA
"9001" "(0,1]" "2001" "me4" NA
"9002" "(1,2]" "2001" "me4" NA
"9003" "(2,3]" "2001" "me4" NA
"9004" "(3,4]" "2001" "me4" NA
"9005" "(4,5]" "2001" "me4" NA
"9006" "(5,6]" "2001" "me4" NA
"9007" "(6,7]" "2001" "me4" NA
"9008" "(7,8]" "2001" "me4" NA
"9009" "(8,9]" "2001" "me4" NA
"9010" "(9,10]" "2001" "me4" NA
"9011" "(10,11]" "2001" "me4" NA
"9012" "(11,12]" "2001" "me4" NA
"9013" "(12,13]" "2001" "me4" NA
"9014" "(13,14]" "2001" "me4" NA
"9015" "(14,15]" "2001" "me4" NA
"9016" "(15,16]" "2001" "me4" NA
"9017" "(16,17]" "2001" "me4" NA
"9018" "(17,18]" "2001" "me4" NA
"9019" "(18,19]" "2001" "me4" NA
"9020" "(19,20]" "2001" "me4" NA
"9021" "(0,1]" "2002" "me4" NA
"9022" "(1,2]" "2002" "me4" NA
"9023" "(2,3]" "2002" "me4" NA
"9024" "(3,4]" "2002" "me4" NA
"9025" "(4,5]" "2002" "me4" NA
"9026" "(5,6]" "2002" "me4" NA
"9027" "(6,7]" "2002" "me4" NA
"9028" "(7,8]" "2002" "me4" NA
"9029" "(8,9]" "2002" "me4" NA
"9030" "(9,10]" "2002" "me4" NA
"9031" "(10,11]" "2002" "me4" NA
"9032" "(11,12]" "2002" "me4" NA
"9033" "(12,13]" "2002" "me4" NA
"9034" "(13,14]" "2002" "me4" NA
"9035" "(14,15]" "2002" "me4" NA
"9036" "(15,16]" "2002" "me4" NA
"9037" "(16,17]" "2002" "me4" NA
"9038" "(17,18]" "2002" "me4" NA
"9039" "(18,19]" "2002" "me4" NA
"9040" "(19,20]" "2002" "me4" NA
"9041" "(0,1]" "2003" "me4" NA
"9042" "(1,2]" "2003" "me4" NA
"9043" "(2,3]" "2003" "me4" NA
"9044" "(3,4]" "2003" "me4" NA
"9045" "(4,5]" "2003" "me4" NA
"9046" "(5,6]" "2003" "me4" NA
"9047" "(6,7]" "2003" "me4" NA
"9048" "(7,8]" "2003" "me4" NA
"9049" "(8,9]" "2003" "me4" NA
"9050" "(9,10]" "2003" "me4" NA
"9051" "(10,11]" "2003" "me4" NA
"9052" "(11,12]" "2003" "me4" NA
"9053" "(12,13]" "2003" "me4" NA
"9054" "(13,14]" "2003" "me4" NA
"9055" "(14,15]" "2003" "me4" NA
"9056" "(15,16]" "2003" "me4" NA
"9057" "(16,17]" "2003" "me4" NA
"9058" "(17,18]" "2003" "me4" NA
"9059" "(18,19]" "2003" "me4" NA
"9060" "(19,20]" "2003" "me4" NA
"9061" "(0,1]" "2004" "me4" NA
"9062" "(1,2]" "2004" "me4" NA
"9063" "(2,3]" "2004" "me4" NA
"9064" "(3,4]" "2004" "me4" NA
"9065" "(4,5]" "2004" "me4" NA
"9066" "(5,6]" "2004" "me4" NA
"9067" "(6,7]" "2004" "me4" NA
"9068" "(7,8]" "2004" "me4" NA
"9069" "(8,9]" "2004" "me4" NA
"9070" "(9,10]" "2004" "me4" NA
"9071" "(10,11]" "2004" "me4" NA
"9072" "(11,12]" "2004" "me4" NA
"9073" "(12,13]" "2004" "me4" NA
"9074" "(13,14]" "2004" "me4" NA
"9075" "(14,15]" "2004" "me4" NA
"9076" "(15,16]" "2004" "me4" NA
"9077" "(16,17]" "2004" "me4" NA
"9078" "(17,18]" "2004" "me4" NA
"9079" "(18,19]" "2004" "me4" NA
"9080" "(19,20]" "2004" "me4" NA
"9081" "(0,1]" "2005" "me4" NA
"9082" "(1,2]" "2005" "me4" NA
"9083" "(2,3]" "2005" "me4" NA
"9084" "(3,4]" "2005" "me4" NA
"9085" "(4,5]" "2005" "me4" NA
"9086" "(5,6]" "2005" "me4" NA
"9087" "(6,7]" "2005" "me4" NA
"9088" "(7,8]" "2005" "me4" NA
"9089" "(8,9]" "2005" "me4" NA
"9090" "(9,10]" "2005" "me4" NA
"9091" "(10,11]" "2005" "me4" NA
"9092" "(11,12]" "2005" "me4" NA
"9093" "(12,13]" "2005" "me4" NA
"9094" "(13,14]" "2005" "me4" NA
"9095" "(14,15]" "2005" "me4" NA
"9096" "(15,16]" "2005" "me4" NA
"9097" "(16,17]" "2005" "me4" NA
"9098" "(17,18]" "2005" "me4" NA
"9099" "(18,19]" "2005" "me4" NA
"9100" "(19,20]" "2005" "me4" NA
"9101" "(0,1]" "2006" "me4" NA
"9102" "(1,2]" "2006" "me4" NA
"9103" "(2,3]" "2006" "me4" NA
"9104" "(3,4]" "2006" "me4" NA
"9105" "(4,5]" "2006" "me4" NA
"9106" "(5,6]" "2006" "me4" NA
"9107" "(6,7]" "2006" "me4" NA
"9108" "(7,8]" "2006" "me4" NA
"9109" "(8,9]" "2006" "me4" NA
"9110" "(9,10]" "2006" "me4" NA
"9111" "(10,11]" "2006" "me4" NA
"9112" "(11,12]" "2006" "me4" NA
"9113" "(12,13]" "2006" "me4" NA
"9114" "(13,14]" "2006" "me4" NA
"9115" "(14,15]" "2006" "me4" NA
"9116" "(15,16]" "2006" "me4" NA
"9117" "(16,17]" "2006" "me4" NA
"9118" "(17,18]" "2006" "me4" NA
"9119" "(18,19]" "2006" "me4" NA
"9120" "(19,20]" "2006" "me4" NA
"9121" "(0,1]" "2007" "me4" NA
"9122" "(1,2]" "2007" "me4" NA
"9123" "(2,3]" "2007" "me4" NA
"9124" "(3,4]" "2007" "me4" NA
"9125" "(4,5]" "2007" "me4" NA
"9126" "(5,6]" "2007" "me4" NA
"9127" "(6,7]" "2007" "me4" NA
"9128" "(7,8]" "2007" "me4" NA
"9129" "(8,9]" "2007" "me4" NA
"9130" "(9,10]" "2007" "me4" NA
"9131" "(10,11]" "2007" "me4" NA
"9132" "(11,12]" "2007" "me4" NA
"9133" "(12,13]" "2007" "me4" NA
"9134" "(13,14]" "2007" "me4" NA
"9135" "(14,15]" "2007" "me4" NA
"9136" "(15,16]" "2007" "me4" NA
"9137" "(16,17]" "2007" "me4" NA
"9138" "(17,18]" "2007" "me4" NA
"9139" "(18,19]" "2007" "me4" NA
"9140" "(19,20]" "2007" "me4" NA
"9141" "(0,1]" "2008" "me4" NA
"9142" "(1,2]" "2008" "me4" NA
"9143" "(2,3]" "2008" "me4" NA
"9144" "(3,4]" "2008" "me4" NA
"9145" "(4,5]" "2008" "me4" NA
"9146" "(5,6]" "2008" "me4" NA
"9147" "(6,7]" "2008" "me4" NA
"9148" "(7,8]" "2008" "me4" NA
"9149" "(8,9]" "2008" "me4" NA
"9150" "(9,10]" "2008" "me4" NA
"9151" "(10,11]" "2008" "me4" NA
"9152" "(11,12]" "2008" "me4" NA
"9153" "(12,13]" "2008" "me4" NA
"9154" "(13,14]" "2008" "me4" NA
"9155" "(14,15]" "2008" "me4" NA
"9156" "(15,16]" "2008" "me4" NA
"9157" "(16,17]" "2008" "me4" NA
"9158" "(17,18]" "2008" "me4" NA
"9159" "(18,19]" "2008" "me4" NA
"9160" "(19,20]" "2008" "me4" NA
"9161" "(0,1]" "2009" "me4" NA
"9162" "(1,2]" "2009" "me4" NA
"9163" "(2,3]" "2009" "me4" NA
"9164" "(3,4]" "2009" "me4" NA
"9165" "(4,5]" "2009" "me4" NA
"9166" "(5,6]" "2009" "me4" NA
"9167" "(6,7]" "2009" "me4" NA
"9168" "(7,8]" "2009" "me4" NA
"9169" "(8,9]" "2009" "me4" NA
"9170" "(9,10]" "2009" "me4" NA
"9171" "(10,11]" "2009" "me4" NA
"9172" "(11,12]" "2009" "me4" NA
"9173" "(12,13]" "2009" "me4" NA
"9174" "(13,14]" "2009" "me4" NA
"9175" "(14,15]" "2009" "me4" NA
"9176" "(15,16]" "2009" "me4" NA
"9177" "(16,17]" "2009" "me4" NA
"9178" "(17,18]" "2009" "me4" NA
"9179" "(18,19]" "2009" "me4" NA
"9180" "(19,20]" "2009" "me4" NA
"9181" "(0,1]" "2010" "me4" NA
"9182" "(1,2]" "2010" "me4" NA
"9183" "(2,3]" "2010" "me4" NA
"9184" "(3,4]" "2010" "me4" NA
"9185" "(4,5]" "2010" "me4" NA
"9186" "(5,6]" "2010" "me4" NA
"9187" "(6,7]" "2010" "me4" NA
"9188" "(7,8]" "2010" "me4" NA
"9189" "(8,9]" "2010" "me4" NA
"9190" "(9,10]" "2010" "me4" NA
"9191" "(10,11]" "2010" "me4" NA
"9192" "(11,12]" "2010" "me4" NA
"9193" "(12,13]" "2010" "me4" NA
"9194" "(13,14]" "2010" "me4" NA
"9195" "(14,15]" "2010" "me4" NA
